0,1
-29.783201,-38.05099
-9.82466,-61.069153
-1.8929676,-10.050274
16.110584,-6.615436
76.43004,2.996698
26.02248,22.73355
26.926931,19.607985
-51.16795,29.116564
-8.535309,4.966771
12.362245,31.377008
-49.55521,-12.496938
-25.291725,-34.82635
7.853064,25.615067
9.304426,-24.161692
43.497913,-4.949762
-50.06485,39.12052
30.728025,-18.435076
31.620596,36.31452
-5.8141465,-4.837523
75.92197,-3.683657
20.832739,-17.318647
41.23719,19.879284
16.450869,17.315992
37.081642,14.962556
-55.744335,-39.16136
-45.354244,34.195732
-0.020532906,20.011711
-50.314804,28.284588
71.84585,-3.7680638
41.42277,-7.673272
73.404816,-3.592354
73.96909,-0.50257945
38.36241,-5.5899196
17.022303,-25.855225
1.1234378,-19.451927
1.4713111,35.42378
-58.224545,34.87531
-52.415813,-9.170662
-51.75367,-37.981995
36.07757,29.178076
-9.578884,-2.8603177
19.679825,-20.408773
3.3158226,-10.018721
28.11031,37.896248
-26.515028,-33.7382
-50.43665,25.00044
-44.78471,-38.23707
-10.128994,-63.995037
78.58417,0.38009775
74.73363,-1.1745498
-53.313934,22.318226
-8.32489,-60.396797
7.522436,8.670427
-46.222992,-35.4038
45.288074,-18.335747
-2.7958097,-4.474346
8.892664,-63.538784
15.06006,-21.017853
73.88311,-4.0236106
12.697644,-12.774703
37.42401,14.867423
41.30691,-22.001692
26.021755,18.654205
21.11977,38.833645
12.8585615,37.24249
18.968784,-1.6184101
-25.798307,-36.41367
-10.458937,-5.9564133
30.626026,29.771757
-49.442368,33.140263
-41.990692,-10.906112
4.6969275,-15.482936
34.599632,-22.870327
5.282653,-19.614864
-58.71599,35.499577
22.78285,17.268436
23.159569,39.884556
21.21539,38.460896
36.025894,-17.562733
34.084938,-12.242422
4.951269,-61.314354
-49.923634,-7.464682
-1.0202869,36.901634
38.31379,24.561472
3.0462947,-3.7452261
-63.44468,31.271914
41.43285,-20.610783
-26.208559,-38.795216
10.511359,-27.590136
20.451881,-14.825078
12.534341,44.64289
-3.0553534,21.263645
20.819265,-6.553865
-41.156128,-3.2371676
13.30275,-9.9843645
-3.9877217,29.248867
-4.631454,-4.617458
7.099707,32.81961
-52.246105,-9.496137
-11.771574,-1.6021167
-4.223474,-2.097454
31.465952,-13.118901
21.964058,-26.972042
-44.430035,32.72187
7.4643903,2.876609
-28.822355,-38.18202
7.4787707,-20.3773
38.49677,-24.029501
-48.565205,39.555916
6.1171055,22.268833
-47.7158,36.283005
-25.876976,-32.44428
35.12464,-7.8157024
15.238179,35.923725
-54.04881,22.980427
18.607521,-24.639988
10.522017,-12.308743
22.165716,-29.020954
-69.54783,4.466352
-43.39529,-34.515488
13.685568,-6.2402124
74.047874,-4.2802196
9.798874,-16.259573
20.203669,19.24604
29.772345,-14.688428
