0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.020702032,0.019853193,0.009555761,0.0053511956,-0.021120023,0.012413681,0.024507547,0.0029895706,0.030698974,-0.0053502824,0.002841624,-0.0012406422,-0.0068210363,-0.012353408,0.0019324126
0.016245821,-0.0075228284,-0.019830197,-0.007151491,0.017791986,0.0070543285,0.010323978,0.007921193,0.009901768,0.01859469,0.0023443105,0.00091731764,-0.0012923387,-0.005690388,0.0031781744
0.011270064,0.00084010395,-0.012786933,0.010129133,0.00533509,-0.0031639987,-0.011479104,0.0073685055,-0.0013961127,-0.014797032,0.009812193,0.0018596747,0.0036912286,0.0060508526,0.019654103
0.024806457,0.008611197,-0.01907021,0.027195867,-0.0072420924,-0.012260393,-0.020412415,-0.010421846,-0.016971651,-0.019865029,-0.07643062,-0.0029231252,0.004718511,-0.02167563,0.03400163
0.009483144,0.0017904296,-0.009574305,0.010032329,0.0010780556,-0.0037494928,-0.009998659,0.0015343601,-0.0040811133,-0.011645446,-0.0006223152,0.0021654218,0.00085614,0.009834542,0.020592066
0.011926033,-0.006675009,-0.013687848,-0.008123134,0.011169047,0.0057013687,0.01042774,0.00070962857,0.004806824,0.013830851,0.0002852724,0.0063918787,0.0004522407,0.0013224677,0.0021988906
0.008931732,0.0050783944,-0.003658363,0.009833501,-0.008257494,-0.0029429107,-0.0018922557,-0.008264835,-0.0034751534,0.0057259505,-0.00018771159,0.00053305976,-0.0029967756,0.0022380378,0.014904459
0.013140796,-0.00049755647,-0.01592812,0.008578059,0.010279362,-0.0014722208,-0.009811704,0.012967242,0.0032367352,-0.009909512,0.0058647133,-0.010988995,-0.002080904,0.00046860092,0.01756462
0.0133186905,-0.0006588363,-0.016356174,0.008486548,0.011089029,-0.0011948558,-0.009868652,0.014571237,0.004520996,-0.009614827,0.016471207,-0.011072783,-0.002016295,0.0035469637,0.011036938
0.040706657,-0.025704129,-0.04298384,-0.0352123,0.028256083,0.019168144,0.04271308,-0.02218428,-2.9453675e-05,0.039790623,-0.05604182,0.06272417,0.017031675,0.008528226,-0.038195655
0.010217018,0.004742523,-0.0062369397,0.012270511,-0.0075169513,-0.0040831906,-0.0057839067,-0.008240489,-0.005353374,0.0016233764,0.0060055377,0.004154382,-0.0038367694,0.012015661,0.018449392
0.009455463,0.0029697302,-0.008063102,0.011197409,-0.0026479713,-0.00428868,-0.009147518,-0.0029097216,-0.005496712,-0.007857527,0.0046683773,0.0049463,-0.00080079393,0.016004844,0.019728802
0.010544288,-0.001700641,-0.013247467,0.0036598293,0.010613714,0.00082138006,-0.0037533105,0.011573573,0.0057057827,-0.0006771225,0.0057027335,-0.0102493875,-0.0025795149,-0.005221461,0.010872216
0.03160361,-0.063422106,0.073776454,0.07500647,0.05853448,0.017908035,0.033895325,-0.024640819,-0.01089755,-0.0099019995,0.0020024606,0.0009376283,0.00070745085,0.00964194,-1.8763062e-08
